business_id,categories
eA-qHFglOMhHwXcnHBRpNg,"['Bars', 'Restaurants', 'Mexican', 'Nightlife', 'Tex-Mex']"
iw7U-ZLP7Kp1gpNdCIf9Gg,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
rQTew_o97A7BL-7q4YhLCw,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']"
APdrRZvoxc2Z86owaNj8Aw,"['Breakfast & Brunch', 'Buffets', 'Restaurants']"
seMhyOy1AHHE1_ZLm2R_BQ,"['Burgers', 'Fast Food', 'Restaurants']"
xvCWAzIS_EpTwDIUVhY_Og,"['Burgers', 'Fast Food', 'Restaurants']"
Pl1qDTX90DSLHo-ZAlAh9w,"['Fast Food', 'Restaurants']"
o1GIYYZJjM6nM03fQs_uEQ,"['Seafood', 'Restaurants']"
hm6C88ehaQy721_r98krpw,"['Delis', 'Restaurants']"
JHp5mJvYe6UtM_QsklR-iw,"['Pizza', 'Buffets', 'Chicken Wings', 'Restaurants']"
8AYH_pFl8GpPKCR_k-QigA,"['American (Traditional)', 'Sandwiches', 'Salad', 'Restaurants']"
-XoFkjdXb5ZIXwoZdjJtoQ,"['Pizza', 'Restaurants']"
rt20ZJn4lY6e7cUQ41yPkg,"['Chinese', 'Restaurants']"
Gp9DdRy5cycduXjkLkj8ZQ,"['Fast Food', 'Sandwiches', 'Restaurants']"
dyd81TK9jY-WLt6UbMFWng,"['American (New)', 'Restaurants']"
diL_xjhgiG607ux1nC0xaA,"['Chinese', 'Restaurants']"
-Mf4I8Jr_Vly37Z3Mgf0zQ,"['American (Traditional)', 'Restaurants']"
z3yFuLVrmH-3RJruPEMYKw,"['Delis', 'Restaurants', 'Sandwiches', 'Italian']"
5eZd9ni35mZlU6n4gocZfA,"['Burgers', 'Fast Food', 'Restaurants']"
ezzEgkFRlDYHJKqswJ4QuQ,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
DIUYDjvhXcU07sA_D-c7_g,"['Restaurants', 'Italian']"
ESAm7dJIeS9CdWkgYASk8g,"['Food', 'Ice Cream & Frozen Yogurt', 'Fast Food', 'Restaurants']"
-M1rR1Ip7NOlMn5EbUkuog,"['Burgers', 'Fast Food', 'Restaurants']"
1_FS3rvpvgGEzr_SncSVpQ,"['Breakfast & Brunch', 'Restaurants']"
Gy6hVorUNFCqNr-eYh5ZVA,"['Fast Food', 'Restaurants']"
7UGc_-sDF1myq0fkneYocg,"['Food', 'Bakeries', 'Coffee & Tea', 'Sandwiches', 'Restaurants']"
ZdQbDVZWDsO-d7q2qW8E3A,"['Thai', 'Asian Fusion', 'Chinese', 'Restaurants']"
Xn06AozwcTvUPFNkknbgnw,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
ypONG7TOwU7ZTTFc03Zx3w,"['Fast Food', 'Sandwiches', 'Restaurants']"
is-olmqaSZ0KCoe-_ftW5w,"['Active Life', 'American (Traditional)', 'Golf', 'Restaurants']"
by3FW3uQWgAxAaZUSuL9Tw,"['Seafood', 'Restaurants']"
PwCIMun-O0dB7Kh1NP7n5Q,"['Food', 'Breakfast & Brunch', 'Bagels', 'Delis', 'Restaurants']"
C6gkuLYG_NOobXxaXwUUpA,"['American (Traditional)', 'Restaurants']"
jEWfxxA_kjeJE_Z_ku3zLA,"['Nightlife', 'Bars', 'Sushi Bars', 'Japanese', 'Restaurants']"
JokKtdXU7zXHcr20Lrk29A,"['Bars', 'Food', 'Breweries', 'Pubs', 'Nightlife', 'American (New)', 'Restaurants']"
N2RtQLz2TiTpaMJoDoUpeA,"['Sushi Bars', 'Japanese', 'Restaurants']"
jJ2aoxyQjUKYCwWOKO4uPw,"['American (New)', 'Restaurants']"
OuGcrCgeTBrJnEGvLZ3JvQ,"['Sandwiches', 'Restaurants']"
vi3TSM3KR-OW7LlHJ6QmEQ,"['Active Life', 'American (Traditional)', 'Golf', 'Restaurants']"
fb9eLHJ4S--TyXsarJJo-g,"['Ethiopian', 'Vegan', 'Restaurants']"
hyff2JyqQgf85MaJZslHCg,"['Mexican', 'Tex-Mex', 'Restaurants']"
Lub4-HPEabYInC2befLfeg,"['Asian Fusion', 'Restaurants']"
HMUvbAHRnbAczNrYy8e5MA,"['Sandwiches', 'Restaurants']"
ib23CJSg5HjQi2sOm1yGaw,"['Mexican', 'Restaurants']"
Dh-jKrXlivowMGDtfD_gug,"['Mediterranean', 'Sandwiches', 'Restaurants']"
K9lqz1JiwNE6cctR6qsJuA,"['Burgers', 'Fast Food', 'Restaurants']"
mlK98WCvWNn5hkiLtscQTg,"['Sandwiches', 'Restaurants']"
ZDXZGMpA4IhIqmMIMdeHlA,"['Burgers', 'American (Traditional)', 'Fast Food', 'Restaurants']"
GKzbmBwL2GsRlF7RMuhQdQ,['Restaurants']
DpVZRn15Trc4oBU6MIxr3g,"['American (Traditional)', 'Tex-Mex', 'Restaurants']"
cQNUozVuJglYjbBx7N8v_Q,"['Delis', 'Restaurants']"
TzImzfIWkZTnetKl2a4-SQ,"['Bars', 'Food', 'Breweries', 'Nightlife', 'American (New)', 'Sports Bars', 'Restaurants']"
Cix9as8NXr9Ul0boTJ8k1A,"['Mexican', 'Restaurants']"
eGevCRobYnA_HSj60sEWvQ,"['Vegetarian', 'American (New)', 'Mediterranean', 'Restaurants']"
-bd26a1QEEpqUZjBmtBUiQ,"['Vegetarian', 'Ethiopian', 'Restaurants']"
chudEeZo1SNr-0Mo9L2OgQ,"['Pizza', 'Restaurants']"
EZox45JjYxhwYFbL70wPIA,"['Mexican', 'Restaurants']"
MAfc2V_EVtyR9rMxxEAPLg,"['Vietnamese', 'Restaurants']"
NAqzx0DFP2mM1jWS2hiOEw,"['Burgers', 'Bars', 'Pool Halls', 'Nightlife', 'Restaurants']"
UI8iKvzhGn2qZCGIqtQqrQ,"['Burgers', 'Breakfast & Brunch', 'American (Traditional)', 'Restaurants']"
o6w5mssU2sGOceaqPWOczQ,"['Japanese', 'Restaurants']"
8Hn5X1AqgmSLHRG2KgBJBg,"['Italian', 'Pizza', 'Restaurants']"
3uGE4jy0FQJ4miKr4PycjA,"['Pizza', 'Restaurants']"
RtApx92iFX4n-e1VlQlkmQ,"['Pakistani', 'Indian', 'Buffets', 'Restaurants']"
G3zvxtzN46-rfTTqwfhqLg,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
onwUqByAIhtkyJsEITV5lQ,"['American (Traditional)', 'Restaurants']"
AEDOhkPdlVoYu3ImKDVk9g,"['Middle Eastern', 'Restaurants']"
8_wUsDlOE8Guecq5RZZjDg,"['Pizza', 'Restaurants']"
SNpVV5viJ2aPylP6bkAx8Q,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']"
f_re4xw6zXn2DAbcChF-AQ,"['Mexican', 'Restaurants']"
eg4nd09goZ8opkthsKgn5Q,"['Bars', 'Mediterranean', 'Middle Eastern', 'Nightlife', 'Hookah Bars', 'Restaurants']"
JsanjIgKkl_b6kc4qWC55Q,"['Pakistani', 'Indian', 'Buffets', 'Restaurants']"
6pd0Z40VifMh6ETJrOw_0g,"['Burgers', 'American (Traditional)', 'Fast Food', 'Restaurants']"
NMYXPFV8V5uOi9wUuR3mdg,"['Indian', 'Buffets', 'Restaurants']"
x-lEn6WxwqSNrdYdgjRsyw,"['Delis', 'Sandwiches', 'Restaurants']"
YPjYXym_ELaoo8c2cdVPBA,"['Bars', 'American (Traditional)', 'Dance Clubs', 'Nightlife', 'Sports Bars', 'Restaurants']"
L2J3JfjXZLnX1rLhWKthqA,"['Pubs', 'Bars', 'Nightlife', 'Irish', 'Restaurants']"
c1yGkETheht_1vjda7G5sA,"['Vegetarian', 'Gluten-Free', 'Vegan', 'Restaurants']"
FPboZrUMSNYE4Yy_0fX-Ug,"['Breakfast & Brunch', 'Diners', 'Restaurants']"
XyE2QzPQjhvMXpSyw5Kvog,"['Nightlife', 'Bars', 'American (Traditional)', 'Sports Bars', 'Restaurants']"
cfRrO0P-L7o6UWL81pmxCA,"['Restaurants', 'Pizza', 'Italian']"
6ie9xvy2WW1pn7RuBvGNhg,"['Vegetarian', 'Persian/Iranian', 'Middle Eastern', 'Restaurants']"
fNi9qUvM4G4MtjsFgUI7Qg,"['Delis', 'Restaurants']"
VBhgkRUNe9gjc1HpmHA3Zw,"['Mexican', 'Restaurants']"
bMqkyZZzfJ3CnmrgGBjJGg,"['Burgers', 'Restaurants']"
HibY2EcXQhd4_JK_E_RX-Q,"['Chinese', 'Restaurants']"
m_rEr3Vg1-f9Dg-Nag4FWg,"['Mexican', 'Restaurants']"
Mh85-BDqDHlngT8G2ZnRWg,"['Pizza', 'Restaurants']"
6oRAC4uyJCsJl1X0WZpVSA,"['Middle Eastern', 'Restaurants']"
cUaaIk_3UdeSJ54CLvrW8A,"['Pizza', 'Restaurants']"
XBm9ffI2pK-A_HcoHXAbcQ,"['Greek', 'American (Traditional)', 'Mediterranean', 'Restaurants']"
FG_GRMLSj68ximzfrr9eWw,"['Mexican', 'Restaurants']"
jrZ4CdPKcXtFv_xhV8ThaA,"['Mexican', 'Restaurants']"
Z_AF7hMunongLQ0XZPNaRg,"['Vegetarian', 'Vegan', 'Chinese', 'Restaurants']"
roPC5nhFSV1mklVVOzTjzw,"['Mexican', 'Restaurants']"
C42yP2SAQyit92zVyRAqMw,"['Burgers', 'Restaurants']"
Qxgecwyn0cy5ZgyUF2urxg,"['Cafes', 'Restaurants']"
Y-NqaDy_1bb-Y5dQ33x-Pw,"['Sandwiches', 'Restaurants']"
6md4A90THda31wTg1bB3hg,"['Italian', 'Pizza', 'Gluten-Free', 'Restaurants']"
5BXNeSwzOy1nhU9PtCHvIw,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']"
my9uotsFBYJl9L66iS5EuQ,"['Asian Fusion', 'Restaurants']"
4XTcSltd2GydhvOzAV4SaQ,"['Asian Fusion', 'Restaurants']"
_uxcGC8YbHH2kJgXT2CxZw,"['Sushi Bars', 'Japanese', 'Restaurants']"
x8I3XYa6CbI9REIJpDFtQA,"['Fast Food', 'Hot Dogs', 'Restaurants']"
-O7H5LhBkE13VQZB0QZI0Q,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
IIYSJTKznSQmb--Kt1-HGA,"['Thai', 'Restaurants']"
q33WQvdsAeJHbTDYnCvxMw,"['Diners', 'American (Traditional)', 'Cafes', 'Restaurants']"
CO8UjN6WXsDJqo5qJx8nFA,"['Japanese', 'Restaurants']"
vAOTGsBMJp2ebRCJ6Ny7NQ,"['Steakhouses', 'Restaurants']"
BZ5Fqx0dTwZgnLzCcMyJaQ,"['Breakfast & Brunch', 'Sandwiches', 'Restaurants']"
3RUJC4vuhzHzwnTejIk5wA,"['Sandwiches', 'Restaurants']"
EKzMHI1tip8rC1-ZAy64yg,"['American (New)', 'Restaurants']"
IoKd6IJaSZnR8KZTuHw-yA,"['Pizza', 'Restaurants']"
S7f-B7KNSTU_akRQGeft6Q,"['Pizza', 'Restaurants']"
Kur7YGwuw6CqnqEypNrOvQ,"['Grocery', 'Food', 'Ethnic Food', 'Japanese', 'Specialty Food', 'Restaurants']"
u4gTf8OO6ywnnBUp7UL_vA,"['Japanese', 'Restaurants']"
4AKcmN--0hbF0kX9pg8scg,"['Burgers', 'Restaurants']"
tmFFpZxewCwtZGnC4YfcXg,"['Health Markets', 'Food', 'Specialty Food', 'Restaurants']"
q37eFP7wNLVg5ka1BophAg,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
W5tBa2Bvs2fCXQuM40REAA,"['Seafood', 'Fish & Chips', 'Restaurants']"
-wwJIaO7-diyEqxGwZKVuQ,"['Sandwiches', 'Restaurants']"
kBF7JSs3VGdjjcf46vk4nw,"['Cheesesteaks', 'Sandwiches', 'Salad', 'Restaurants']"
yi5pFL1xhnMUH0BZb8xNUw,"['Dive Bars', 'Bars', 'Mexican', 'Nightlife', 'Restaurants']"
iNT6pcUugoXsDlZgRTyhtw,"['Italian', 'American (New)', 'Breakfast & Brunch', 'Restaurants']"
0udEgNqy5rLR5pZ4kD19Og,"['Thai', 'Restaurants']"
2ceeU8e3nZjaPfGmLwh4kg,"['Bars', 'Seafood', 'Irish', 'Pubs', 'Nightlife', 'Restaurants']"
O7zS7fvyNcq91iFABSMudA,"['Fast Food', 'Sandwiches', 'Restaurants']"
KyiV6r8jH_bgq3VkAaYw_A,"['Sandwiches', 'Restaurants']"
rlQCMHmaMjPzEh3BeaDkIg,"['Mexican', 'Restaurants']"
MwaFQkJxzqg8G5_hTip99A,"['Seafood', 'American (Traditional)', 'Restaurants']"
D3e0Caowj_1X4o6C9hzN1w,"['Restaurants', 'Italian']"
_B70VqLL-VLj3BUbBMLmFA,"['Fast Food', 'Sandwiches', 'Restaurants']"
RtkO-NApvScuMyQGpwRfIw,"['Restaurants', 'Italian']"
63oKTPacLDyd9D5XwmAlUA,"['Pizza', 'Restaurants']"
0m0KmAYGvC34MfwJIEgCEA,"['Burgers', 'American (Traditional)', 'Restaurants']"
eWvfBkL6NPtIjfqhCo7EdA,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
y3V2jqKmvWjyo9Mc-Ipn4g,"['Pakistani', 'Indian', 'Buffets', 'Restaurants']"
b7-1zOz2yaQZ7JUHqHLAlA,"['Chinese', 'Restaurants']"
n2obEkXP7e3QCNkYXcO3Cg,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']"
lzXYPro3y3klsrjEpoJamw,"['Burgers', 'Fast Food', 'Restaurants']"
p06uRJ0HO4k9FXabVX45Pg,"['Burgers', 'Fast Food', 'Restaurants']"
SZ9JuY-zD0SIrBS1b9Isyg,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']"
yKC98yTn7_feZ8LOx5jAvA,"['Fast Food', 'Chinese', 'Restaurants']"
bygCmRIxMiLjs66Qf3whSA,"['Food', 'Bagels', 'Delis', 'Restaurants']"
446KvdN175pZ8nc64QB51w,"['Southern', 'Restaurants']"
nseCVrqIJ6GLdSz6dn4fkA,"['American (Traditional)', 'Restaurants']"
ZlmZKy8IYfExSP33WJflwQ,"['Barbeque', 'Restaurants']"
3_-UavvGHSl3yzyX3KGg0Q,"['Burgers', 'Fast Food', 'Restaurants']"
tHztlek7Ecs-5ZonXUATyA,"['Delis', 'Restaurants', 'Event Planning & Services', 'Caterers']"
ZT4yweuACGHR9KtlqPJpiA,"['Fast Food', 'Chicken Wings', 'Restaurants']"
xgiMIVfuR94h2NACaQfo3w,"['Pizza', 'Restaurants']"
iZpgRNPogioU5sEaDyl5uw,"['Chinese', 'Restaurants']"
eYi7Ylx0srVaeCLnkeXyrQ,"['Chicken Wings', 'Restaurants']"
ApEvXLmsPMWsUVEfPkrmfg,"['Bakeries', 'Food', 'Breakfast & Brunch', 'Restaurants']"
Kp7FuOK-vb1ufpCsTU14eQ,"['Chinese', 'Restaurants']"
pSiR8m18iick2D7TFdmb-Q,"['Chinese', 'Restaurants']"
baV9mE-cD9u-buA9N_k-Xg,"['Buffets', 'Chinese', 'Restaurants']"
jmzWFl2JLxHP951NH-IZLw,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
TOy2PLtojYMCaVzHsEzyhw,"['Fast Food', 'Restaurants']"
lJcXm5UJ2yAGcX6hUN2kfg,"['Burgers', 'Restaurants']"
QxpX4slDIOGFEHlPV4mrSw,"['Mexican', 'Restaurants']"
166feddAL9YETnzTSUJ8aA,"['Mexican', 'Restaurants']"
YL_EiYALmGUd1lm5HZgL3w,"['Mexican', 'Restaurants']"
fON48rwmABedlUu0DWVEiA,"['Mexican', 'Restaurants']"
pA0Z8FbnfsoRmHe1ULqHeQ,"['Burgers', 'Fast Food', 'Restaurants']"
2o8wGRVSn1UCrwSMqwgu-g,"['Mexican', 'Restaurants']"
sNuyncpQdcvfEpfZS-3Yew,"['Chinese', 'Restaurants']"
56YapUus0bh9BFax-HIbPA,['Restaurants']
kCuThQa4pyo6S7hXyfSqkg,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']"
UcEaSZ2nd721f0C67zN23w,"['Chinese', 'Restaurants']"
onLmrFfGrkq7ZGGdwamAHw,"['Fast Food', 'Sandwiches', 'Restaurants']"
ZLMTpar6-f_TgekXpaza6g,"['Pizza', 'Restaurants']"
8tGQZpKXJzQEu0we77w7eg,"['Burgers', 'Fast Food', 'Restaurants']"
AoQ53rJ0ZWvVgJYRXGduKQ,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
ZgvRm5mAyHJs-yWH6pYHww,"['Pizza', 'Restaurants']"
v3_HPMBNL1yHQgZbcwn5Vw,"['Mexican', 'Restaurants']"
dVdZTdXcz2W-Hp3NFXQuJA,"['Fast Food', 'Chinese', 'Restaurants']"
iOdaFYr_V6SKEKzB2fE92Q,"['Fast Food', 'Restaurants']"
Dl75rUIh6VWgg4bRxOLqoA,"['Mexican', 'Restaurants']"
RDuYiyWttgSY0_TE8gy3dw,"['Burgers', 'Fast Food', 'Restaurants']"
1cTI09YZ3uRPXt3YkznuPg,"['Polish', 'Restaurants']"
aaN8-z2JVqspk53g3mcIJA,"['Mexican', 'Restaurants']"
9rELgXY-D-MbH3HuKotcmQ,"['Cheesesteaks', 'Sandwiches', 'Restaurants']"
mLH4DEWVcYVFHwsVNyb-uw,"['Greek', 'Restaurants']"
2zJbG645xRdTfAprhaVQTQ,"['Mexican', 'Restaurants']"
UksBiIoqV0sr4kcqBOE4nQ,"['Burgers', 'Restaurants']"
a3qe-zQm7ZbkzIEuWNvIzA,"['Food', 'Grocery', 'Mexican', 'Restaurants']"
DfJRq4pqowfdTB4iTAENjQ,"['Pizza', 'Restaurants']"
xqg3eJBQjPTeNJAk33Bm9A,"['Mexican', 'Restaurants']"
5lYd_fpm7ug7_Xzu7RloPQ,"['Fast Food', 'Mexican', 'Restaurants']"
VCGyfZMhaCNUnYTK-ihvXQ,"['Chinese', 'Restaurants']"
lmlhy33A_rkwTeE2rl9ltA,"['Bakeries', 'Food', 'Mexican', 'Restaurants']"
CtyV5TghWQZZ7F3QlpPp3w,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
9_2qTGdmBx2lAJlAIKHOiw,"['Italian', 'Pizza', 'Sandwiches', 'Restaurants']"
zwGhUe335Hvcv10_2YiaMA,"['Food', 'Coffee & Tea', 'Cafes', 'Restaurants']"
SvZXOhA_hIuQgR34VfVqnQ,"['Hot Dogs', 'Restaurants']"
3WTt7zs_JGdQnFnxKADQww,['Restaurants']
znk2Myv_dDjUIRm7cYHdHQ,"['Pizza', 'Restaurants']"
19yh2tk7HXOBG8GU0_OrKQ,"['Mexican', 'Restaurants']"
oPhx1YGHyLmtl6sfo3Vr8A,"['Mexican', 'Restaurants']"
PLSEnkN4XybG_6qJi0R27w,"['Nightlife', 'Bars', 'American (Traditional)', 'Sports Bars', 'Restaurants']"
4RsM5U2poPyQZsaefj85lA,"['Chinese', 'Restaurants']"
VEDXuvU1gZy3PqD9q32uwQ,"['Chinese', 'Restaurants']"
Yw86Jnab9ixke9xJ5pLhMQ,"['Seafood', 'Fish & Chips', 'Restaurants']"
8VRTiv3IWanIf6W16KxHnw,"['American (New)', 'Restaurants']"
O-s2pyewnZXyyxBAfka7-A,"['Greek', 'Breakfast & Brunch', 'American (Traditional)', 'Restaurants']"
QtJSfc2kMLacyfyL9Z6NUQ,"['Mexican', 'Restaurants']"
Ldf1VTbrd66IKzhhLcNjdQ,"['Mexican', 'Restaurants']"
RjMUBuL5XVoyrS58xxImqQ,"['Pizza', 'Buffets', 'Chicken Wings', 'Restaurants']"
WYd1nHMfXkuSUOXXiXFvpQ,"['Chinese', 'Restaurants']"
oB3LAXzg-GgnPbBRUsvxxw,"['Breakfast & Brunch', 'Restaurants']"
4kSWilkz2MRpLRDBQH0j7g,"['Chicken Wings', 'Restaurants']"
QzC9ePNTrJ5QQwehsmMAWA,"['Mexican', 'Restaurants']"
5fJpJUUUCm63JiiXwvRaSQ,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']"
CFuzIBaREsa0nunnI_FFYg,"['Diners', 'Restaurants']"
C3X564vqQ1bYLE9rlg5Q0Q,"['Fast Food', 'Mexican', 'Restaurants']"
Gx3o4ZIEF9m8vD6XWDpRmA,"['Burgers', 'Fast Food', 'Restaurants']"
sc1UacpE3cVNJueMdXiCyA,"['Chinese', 'Restaurants']"
367BbOm_KU4ljgj41p9f3g,"['Mexican', 'Restaurants']"
iIEG7t192wCaZXPlGJApug,"['Fast Food', 'Sandwiches', 'Restaurants']"
UvHZBttSo_9mkebNGJfS-A,"['Burgers', 'Fast Food', 'Restaurants']"
8d_SGsngG_CfqzSKC6S2IQ,"['Burgers', 'Restaurants']"
GPmV6e8A1gpfrCCrbe3Pkg,"['Fast Food', 'Chinese', 'Restaurants']"
7rNxQjRe7vd755tG6JeU2w,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']"
SMQb2VoExY5NPqHXN7fQUA,"['Fast Food', 'American (New)', 'Restaurants']"
6G4UcbJ-j9v9TOAJekkvAw,"['Burgers', 'Fast Food', 'Restaurants']"
oKGhW4Vb3CDiGfPQDNkpzw,"['Italian', 'Pizza', 'Fast Food', 'Chicken Wings', 'Restaurants']"
N-nkzCuapzx5Kd7iHeU0qw,"['Fast Food', 'Restaurants']"
V4756hXiW7Fc7U4M4NQZ3Q,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
4xTEUanoQgInQXRMBZtYuQ,"['Burgers', 'Fast Food', 'Restaurants']"
B_fVPPUxw0TA9TfT5NB5AQ,"['Pizza', 'Chicken Wings', 'Restaurants']"
HBzv6vjTkeM-s_UIFCg2gg,"['Hawaiian', 'Restaurants']"
trfF3AKehmfm7vOxSjDTOg,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
OFdO9i3NZ23HNS2ua4PVoQ,"['Chinese', 'Restaurants']"
4FwGN_7Qu0q45E-0C4McPA,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']"
b9fEUyazo9wd4TZeDowAkA,"['Burgers', 'Fast Food', 'Restaurants']"
BEYbYy15KSjUI51IxVErow,"['Burgers', 'Fast Food', 'Restaurants']"
ARKzU5IdVkBryBQMmBwlUg,"['Mexican', 'Restaurants']"
tjbOg0zdpMaJcpTAhrFx3g,"['Fast Food', 'Chinese', 'Restaurants']"
HUR7B6X_f_V_50w4pfoyyQ,"['Mexican', 'Restaurants']"
JlWLU-bpWMgmio-ZTtG9tA,['Restaurants']
VFi-N5ySGpId7-ie85rSHQ,"['Breakfast & Brunch', 'Sandwiches', 'Restaurants']"
sZKmOw2y3P7i0saJpZCsAA,"['Fast Food', 'Restaurants']"
y9z_y8VD7xr7lf8qR-uFCg,"['Mexican', 'Restaurants']"
TnKMo7BnsbqFaeNL1GY3og,"['Buffets', 'Chinese', 'Restaurants']"
pytGIsvsxzC64BbYhFHVjw,"['Mexican', 'Restaurants']"
LRLN1CIUprYLs6rWUC5bAg,"['Mexican', 'Restaurants']"
KUuJuEudXr__j_BHYXBNYQ,"['Fast Food', 'Restaurants']"
lQkeHWsmL48KQGXGjdEOfg,"['Burgers', 'American (Traditional)', 'Fast Food', 'Restaurants']"
wX5HgfD1i1HYU7T6JZvh1Q,"['Fish & Chips', 'Restaurants']"
u36r5QRRwvFQGBblrMxDlA,"['Bars', 'Pool Halls', 'Nightlife', 'American (New)', 'Sports Bars', 'Restaurants']"
FosnBEgugCZfnvBwQbZPSA,"['Fast Food', 'Restaurants']"
rhOC6FyEpPuZxm563uwLzQ,"['Mexican', 'Restaurants']"
-TcEs-q39n1LC3kJBXZp0w,"['Burgers', 'Restaurants']"
8v6u2i63OEPTxIO4dZ11YA,"['American (Traditional)', 'Restaurants']"
TehSM5JrMRikSnjnnfulbw,"['American (New)', 'Restaurants']"
_F2DNPjsqgkAd50zuX8dYQ,"['American (Traditional)', 'Steakhouses', 'Nightlife', 'Dance Clubs', 'Restaurants']"
rQEVIWkcIjnfIKUrqovUDA,"['Breakfast & Brunch', 'Restaurants']"
nbUFQy1d04CL2QEWstCD-g,['Restaurants']
4FmFTk3qmd5inT-ZGFYwgw,"['Indian', 'Mexican', 'Restaurants']"
1lS4-F785wYGn6u2dzUgow,"['French', 'Restaurants']"
pG1_llTQIrd5NRc_acQMKQ,"['Dive Bars', 'Bars', 'Nightlife', 'Restaurants']"
7Z_VmjR74f2Wf-hTBPDF3g,"['Breakfast & Brunch', 'Diners', 'Restaurants']"
Oxgiv8PVn4RXth_bHSbB7A,"['Restaurants', 'Gluten-Free', 'Italian']"
QaYbXnV84aD-BdZ56EFUTw,"['Active Life', 'Golf', 'Restaurants']"
Zkl24YXMfpPnMXzjBLp3aQ,"['Steakhouses', 'American (Traditional)', 'Barbeque', 'Restaurants']"
YOlwn4aUSQX6fckAFRWvJw,"['Steakhouses', 'American (Traditional)', 'Restaurants']"
co_6LeIptstZXrYlTrvQyw,"['Fast Food', 'Sandwiches', 'Restaurants']"
GY56AE5HGV2dWcRNGXumbQ,"['Arts & Entertainment', 'American (Traditional)', 'Mexican', 'Music Venues', 'Nightlife', 'Restaurants']"
4pC4jMoanLySaOgGRwyXLQ,"['American (Traditional)', 'Restaurants']"
HS6K-7G7rkqv4lN3a_pk9A,"['Burgers', 'Fast Food', 'Restaurants']"
2cIEpsD_mv5zLaAM1B_JZA,"['Burgers', 'Seafood', 'American (Traditional)', 'Restaurants']"
kKCcVXO7VLcjjZP2gYcr-Q,"['Mexican', 'Restaurants']"
Zpl8mUrhJJizHHOhbP4bxQ,"['Mexican', 'Restaurants']"
32dee8YUFOSBDeIRmG-tPA,"['Mexican', 'Tex-Mex', 'Restaurants']"
IzuQ0So4XbdLrk36Oy_nmQ,"['Mexican', 'Restaurants']"
Z7BnsxDCsWPLTGI5gBArpg,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
CAsvaIwg8_DiSApM4sAlUQ,"['Fast Food', 'Sandwiches', 'Restaurants']"
dMXYzSsh7CnIX_6KixDW8A,"['Breakfast & Brunch', 'American (New)', 'Restaurants']"
QcNC8YJCKIg8vFUPWcPQog,"['Burgers', 'Restaurants']"
9xbQT85RGZmQK-bFcDUXTQ,"['Food', 'Candy Stores', 'Specialty Food', 'Convenience Stores', 'Restaurants', 'Pizza']"
sygb2W4NRadVXiWhW8bnFQ,"['Mexican', 'Restaurants']"
3FUN6EfHhAHlPgN0hX2DaA,"['Burgers', 'Fast Food', 'Restaurants']"
5lQatU1Kf-W-rUavMjJhfQ,"['Chinese', 'Restaurants']"
782gZiEOJdexc2NEba7KtA,"['Fast Food', 'Restaurants']"
wPMKAGNsLXNr-A4_ctxU_Q,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
YsjOZJ6eJQfvhTRvTF5nhw,"['American (Traditional)', 'Fast Food', 'Restaurants']"
2eedL3hDviwReK0w1NkRIw,"['Pizza', 'Restaurants']"
q-UtIUIsL6W7_fxuxBfxeA,"['Chicken Wings', 'Restaurants']"
0SI_lD1xTb6hUqpruo6ovw,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']"
6A8D1PhUI5vB7nXt9zPBbw,"['Fast Food', 'Chicken Wings', 'Restaurants']"
VaN93_qJshvhx_wAfOM7eA,"['Fast Food', 'Restaurants']"
OswHQvQBpL6hHrSoqruEEQ,"['Seafood', 'Restaurants']"
txOMZiCpQwI4qydicluM3g,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']"
33LxGsHeymi0QZCQRDGf-g,"['Pizza', 'Restaurants']"
Lwj9owEVzrPr9gzU_EiAlQ,"['Burgers', 'Restaurants']"
