business_id,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
4XTcSltd2GydhvOzAV4SaQ,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00
_uxcGC8YbHH2kJgXT2CxZw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
x8I3XYa6CbI9REIJpDFtQA,11:00-14:00,11:00-14:00,11:00-14:00,11:00-14:00,11:00-14:00,11:00-14:00,11:00-14:00
-O7H5LhBkE13VQZB0QZI0Q,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00
IIYSJTKznSQmb--Kt1-HGA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
q33WQvdsAeJHbTDYnCvxMw,07:00-14:00,07:00-14:00,07:00-14:00,07:00-14:00,07:00-14:00,07:00-14:00,07:00-14:00
CO8UjN6WXsDJqo5qJx8nFA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
vAOTGsBMJp2ebRCJ6Ny7NQ,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
BZ5Fqx0dTwZgnLzCcMyJaQ,07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30,07:00-14:30
3RUJC4vuhzHzwnTejIk5wA,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00
EKzMHI1tip8rC1-ZAy64yg,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
IoKd6IJaSZnR8KZTuHw-yA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
S7f-B7KNSTU_akRQGeft6Q,close all day,close all day,close all day,close all day,close all day,close all day,close all day
Kur7YGwuw6CqnqEypNrOvQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
u4gTf8OO6ywnnBUp7UL_vA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
4AKcmN--0hbF0kX9pg8scg,10:30-23:00,10:30-23:00,10:30-23:00,10:30-23:00,10:30-23:00,10:30-23:00,10:30-23:00
tmFFpZxewCwtZGnC4YfcXg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
q37eFP7wNLVg5ka1BophAg,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00
W5tBa2Bvs2fCXQuM40REAA,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00
-wwJIaO7-diyEqxGwZKVuQ,10:00-20:30,10:00-20:30,10:00-20:30,10:00-20:30,10:00-20:30,10:00-20:30,10:00-20:30
kBF7JSs3VGdjjcf46vk4nw,09:30-15:30,09:30-15:30,09:30-15:30,09:30-15:30,09:30-15:30,09:30-15:30,09:30-15:30
yi5pFL1xhnMUH0BZb8xNUw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
iNT6pcUugoXsDlZgRTyhtw,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
0udEgNqy5rLR5pZ4kD19Og,close all day,close all day,close all day,close all day,close all day,close all day,close all day
2ceeU8e3nZjaPfGmLwh4kg,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00
O7zS7fvyNcq91iFABSMudA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
KyiV6r8jH_bgq3VkAaYw_A,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00
rlQCMHmaMjPzEh3BeaDkIg,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
MwaFQkJxzqg8G5_hTip99A,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00
D3e0Caowj_1X4o6C9hzN1w,close all day,close all day,close all day,close all day,close all day,close all day,close all day
_B70VqLL-VLj3BUbBMLmFA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
RtkO-NApvScuMyQGpwRfIw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
63oKTPacLDyd9D5XwmAlUA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
0m0KmAYGvC34MfwJIEgCEA,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00
eWvfBkL6NPtIjfqhCo7EdA,10:00-01:00,10:00-01:00,10:00-01:00,10:00-01:00,10:00-01:00,10:00-01:00,10:00-01:00
y3V2jqKmvWjyo9Mc-Ipn4g,close all day,close all day,close all day,close all day,close all day,close all day,close all day
b7-1zOz2yaQZ7JUHqHLAlA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
n2obEkXP7e3QCNkYXcO3Cg,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00
lzXYPro3y3klsrjEpoJamw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
p06uRJ0HO4k9FXabVX45Pg,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00
SZ9JuY-zD0SIrBS1b9Isyg,08:00-01:00,08:00-01:00,08:00-01:00,08:00-01:00,08:00-01:00,08:00-01:00,08:00-01:00
yKC98yTn7_feZ8LOx5jAvA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
bygCmRIxMiLjs66Qf3whSA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
446KvdN175pZ8nc64QB51w,close all day,close all day,close all day,close all day,close all day,close all day,close all day
nseCVrqIJ6GLdSz6dn4fkA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
ZlmZKy8IYfExSP33WJflwQ,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00,10:30-21:00
3_-UavvGHSl3yzyX3KGg0Q,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00
tHztlek7Ecs-5ZonXUATyA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
ZT4yweuACGHR9KtlqPJpiA,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00
xgiMIVfuR94h2NACaQfo3w,close all day,close all day,close all day,close all day,close all day,close all day,close all day
iZpgRNPogioU5sEaDyl5uw,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30
eYi7Ylx0srVaeCLnkeXyrQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
ApEvXLmsPMWsUVEfPkrmfg,06:00-14:00,06:00-14:00,06:00-14:00,06:00-14:00,06:00-14:00,06:00-14:00,06:00-14:00
Kp7FuOK-vb1ufpCsTU14eQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
pSiR8m18iick2D7TFdmb-Q,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30
baV9mE-cD9u-buA9N_k-Xg,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30
jmzWFl2JLxHP951NH-IZLw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
TOy2PLtojYMCaVzHsEzyhw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
lJcXm5UJ2yAGcX6hUN2kfg,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00
QxpX4slDIOGFEHlPV4mrSw,07:00-21:00,07:00-21:00,07:00-21:00,07:00-21:00,07:00-21:00,07:00-21:00,07:00-21:00
166feddAL9YETnzTSUJ8aA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
YL_EiYALmGUd1lm5HZgL3w,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00
fON48rwmABedlUu0DWVEiA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
pA0Z8FbnfsoRmHe1ULqHeQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
2o8wGRVSn1UCrwSMqwgu-g,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30
sNuyncpQdcvfEpfZS-3Yew,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30
56YapUus0bh9BFax-HIbPA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
kCuThQa4pyo6S7hXyfSqkg,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00
UcEaSZ2nd721f0C67zN23w,close all day,close all day,close all day,close all day,close all day,close all day,close all day
onLmrFfGrkq7ZGGdwamAHw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
ZLMTpar6-f_TgekXpaza6g,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
8tGQZpKXJzQEu0we77w7eg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
AoQ53rJ0ZWvVgJYRXGduKQ,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00
ZgvRm5mAyHJs-yWH6pYHww,close all day,close all day,close all day,close all day,close all day,close all day,close all day
v3_HPMBNL1yHQgZbcwn5Vw,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00
dVdZTdXcz2W-Hp3NFXQuJA,09:30-22:00,09:30-22:00,09:30-22:00,09:30-22:00,09:30-22:00,09:30-22:00,09:30-22:00
iOdaFYr_V6SKEKzB2fE92Q,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00
Dl75rUIh6VWgg4bRxOLqoA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
RDuYiyWttgSY0_TE8gy3dw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
1cTI09YZ3uRPXt3YkznuPg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
aaN8-z2JVqspk53g3mcIJA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
9rELgXY-D-MbH3HuKotcmQ,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00
mLH4DEWVcYVFHwsVNyb-uw,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00
2zJbG645xRdTfAprhaVQTQ,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30,08:30-19:30
UksBiIoqV0sr4kcqBOE4nQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
a3qe-zQm7ZbkzIEuWNvIzA,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00
DfJRq4pqowfdTB4iTAENjQ,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00
xqg3eJBQjPTeNJAk33Bm9A,close all day,close all day,close all day,close all day,close all day,close all day,close all day
5lYd_fpm7ug7_Xzu7RloPQ,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00
VCGyfZMhaCNUnYTK-ihvXQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
lmlhy33A_rkwTeE2rl9ltA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
CtyV5TghWQZZ7F3QlpPp3w,close all day,close all day,close all day,close all day,close all day,close all day,close all day
9_2qTGdmBx2lAJlAIKHOiw,10:30-20:00,10:30-20:00,10:30-20:00,10:30-20:00,10:30-20:00,10:30-20:00,10:30-20:00
zwGhUe335Hvcv10_2YiaMA,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00
SvZXOhA_hIuQgR34VfVqnQ,10:30-20:00,10:30-20:00,10:30-20:00,10:30-20:00,10:30-20:00,10:30-20:00,10:30-20:00
3WTt7zs_JGdQnFnxKADQww,close all day,close all day,close all day,close all day,close all day,close all day,close all day
znk2Myv_dDjUIRm7cYHdHQ,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00
19yh2tk7HXOBG8GU0_OrKQ,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00
oPhx1YGHyLmtl6sfo3Vr8A,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30,11:00-20:30
PLSEnkN4XybG_6qJi0R27w,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00
4RsM5U2poPyQZsaefj85lA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
VEDXuvU1gZy3PqD9q32uwQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
Yw86Jnab9ixke9xJ5pLhMQ,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30,10:00-22:30
8VRTiv3IWanIf6W16KxHnw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
O-s2pyewnZXyyxBAfka7-A,06:30-14:00,06:30-14:00,06:30-14:00,06:30-14:00,06:30-14:00,06:30-14:00,06:30-14:00
QtJSfc2kMLacyfyL9Z6NUQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
Ldf1VTbrd66IKzhhLcNjdQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
RjMUBuL5XVoyrS58xxImqQ,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
WYd1nHMfXkuSUOXXiXFvpQ,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
oB3LAXzg-GgnPbBRUsvxxw,06:00-14:30,06:00-14:30,06:00-14:30,06:00-14:30,06:00-14:30,06:00-14:30,06:00-14:30
4kSWilkz2MRpLRDBQH0j7g,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
QzC9ePNTrJ5QQwehsmMAWA,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00
5fJpJUUUCm63JiiXwvRaSQ,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00
CFuzIBaREsa0nunnI_FFYg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
C3X564vqQ1bYLE9rlg5Q0Q,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30
Gx3o4ZIEF9m8vD6XWDpRmA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
sc1UacpE3cVNJueMdXiCyA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
367BbOm_KU4ljgj41p9f3g,close all day,close all day,close all day,close all day,close all day,close all day,close all day
iIEG7t192wCaZXPlGJApug,close all day,close all day,close all day,close all day,close all day,close all day,close all day
UvHZBttSo_9mkebNGJfS-A,close all day,close all day,close all day,close all day,close all day,close all day,close all day
8d_SGsngG_CfqzSKC6S2IQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
GPmV6e8A1gpfrCCrbe3Pkg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
7rNxQjRe7vd755tG6JeU2w,06:30-00:00,06:30-00:00,06:30-00:00,06:30-00:00,06:30-00:00,06:30-00:00,06:30-00:00
SMQb2VoExY5NPqHXN7fQUA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
6G4UcbJ-j9v9TOAJekkvAw,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00
oKGhW4Vb3CDiGfPQDNkpzw,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00
N-nkzCuapzx5Kd7iHeU0qw,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00
V4756hXiW7Fc7U4M4NQZ3Q,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00
4xTEUanoQgInQXRMBZtYuQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
B_fVPPUxw0TA9TfT5NB5AQ,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00
HBzv6vjTkeM-s_UIFCg2gg,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
trfF3AKehmfm7vOxSjDTOg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
OFdO9i3NZ23HNS2ua4PVoQ,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
4FwGN_7Qu0q45E-0C4McPA,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00
b9fEUyazo9wd4TZeDowAkA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
BEYbYy15KSjUI51IxVErow,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00
ARKzU5IdVkBryBQMmBwlUg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
tjbOg0zdpMaJcpTAhrFx3g,close all day,close all day,close all day,close all day,close all day,close all day,close all day
HUR7B6X_f_V_50w4pfoyyQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
JlWLU-bpWMgmio-ZTtG9tA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
VFi-N5ySGpId7-ie85rSHQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
sZKmOw2y3P7i0saJpZCsAA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
y9z_y8VD7xr7lf8qR-uFCg,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00
TnKMo7BnsbqFaeNL1GY3og,close all day,close all day,close all day,close all day,close all day,close all day,close all day
pytGIsvsxzC64BbYhFHVjw,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00
LRLN1CIUprYLs6rWUC5bAg,close all day,close all day,close all day,close all day,close all day,close all day,close all day
KUuJuEudXr__j_BHYXBNYQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
lQkeHWsmL48KQGXGjdEOfg,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00
wX5HgfD1i1HYU7T6JZvh1Q,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30
u36r5QRRwvFQGBblrMxDlA,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00
FosnBEgugCZfnvBwQbZPSA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
rhOC6FyEpPuZxm563uwLzQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
-TcEs-q39n1LC3kJBXZp0w,close all day,close all day,close all day,close all day,close all day,close all day,close all day
8v6u2i63OEPTxIO4dZ11YA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
TehSM5JrMRikSnjnnfulbw,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
_F2DNPjsqgkAd50zuX8dYQ,08:00-02:00,08:00-02:00,08:00-02:00,08:00-02:00,08:00-02:00,08:00-02:00,08:00-02:00
rQEVIWkcIjnfIKUrqovUDA,06:00-13:00,06:00-13:00,06:00-13:00,06:00-13:00,06:00-13:00,06:00-13:00,06:00-13:00
nbUFQy1d04CL2QEWstCD-g,close all day,close all day,close all day,close all day,close all day,close all day,close all day
4FmFTk3qmd5inT-ZGFYwgw,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00
1lS4-F785wYGn6u2dzUgow,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
pG1_llTQIrd5NRc_acQMKQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
7Z_VmjR74f2Wf-hTBPDF3g,07:00-14:00,07:00-14:00,07:00-14:00,07:00-14:00,07:00-14:00,07:00-14:00,07:00-14:00
Oxgiv8PVn4RXth_bHSbB7A,close all day,close all day,close all day,close all day,close all day,close all day,close all day
QaYbXnV84aD-BdZ56EFUTw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
Zkl24YXMfpPnMXzjBLp3aQ,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00
YOlwn4aUSQX6fckAFRWvJw,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
co_6LeIptstZXrYlTrvQyw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
GY56AE5HGV2dWcRNGXumbQ,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00,11:00-01:00
4pC4jMoanLySaOgGRwyXLQ,10:00-02:00,10:00-02:00,10:00-02:00,10:00-02:00,10:00-02:00,10:00-02:00,10:00-02:00
HS6K-7G7rkqv4lN3a_pk9A,09:00-22:30,09:00-22:30,09:00-22:30,09:00-22:30,09:00-22:30,09:00-22:30,09:00-22:30
2cIEpsD_mv5zLaAM1B_JZA,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
kKCcVXO7VLcjjZP2gYcr-Q,close all day,close all day,close all day,close all day,close all day,close all day,close all day
Zpl8mUrhJJizHHOhbP4bxQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
32dee8YUFOSBDeIRmG-tPA,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
IzuQ0So4XbdLrk36Oy_nmQ,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00
Z7BnsxDCsWPLTGI5gBArpg,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00
CAsvaIwg8_DiSApM4sAlUQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
dMXYzSsh7CnIX_6KixDW8A,close all day,close all day,close all day,close all day,close all day,close all day,close all day
QcNC8YJCKIg8vFUPWcPQog,close all day,close all day,close all day,close all day,close all day,close all day,close all day
9xbQT85RGZmQK-bFcDUXTQ,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00
sygb2W4NRadVXiWhW8bnFQ,06:00-21:00,06:00-21:00,06:00-21:00,06:00-21:00,06:00-21:00,06:00-21:00,06:00-21:00
3FUN6EfHhAHlPgN0hX2DaA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
5lQatU1Kf-W-rUavMjJhfQ,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30
782gZiEOJdexc2NEba7KtA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
wPMKAGNsLXNr-A4_ctxU_Q,close all day,close all day,close all day,close all day,close all day,close all day,close all day
YsjOZJ6eJQfvhTRvTF5nhw,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00
2eedL3hDviwReK0w1NkRIw,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
q-UtIUIsL6W7_fxuxBfxeA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
0SI_lD1xTb6hUqpruo6ovw,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00
6A8D1PhUI5vB7nXt9zPBbw,09:30-23:00,09:30-23:00,09:30-23:00,09:30-23:00,09:30-23:00,09:30-23:00,09:30-23:00
VaN93_qJshvhx_wAfOM7eA,close all day,close all day,close all day,close all day,close all day,close all day,close all day
OswHQvQBpL6hHrSoqruEEQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
txOMZiCpQwI4qydicluM3g,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00
33LxGsHeymi0QZCQRDGf-g,close all day,close all day,close all day,close all day,close all day,close all day,close all day
Lwj9owEVzrPr9gzU_EiAlQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
5G_oPzPhlTJ1zMmqywWOUw,00:00-12:00,00:00-12:00,00:00-12:00,00:00-12:00,00:00-12:00,00:00-12:00,00:00-12:00
k14-CYr2UDE-B5qc3Q9CYQ,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00
ct7GR8_z34WRrNT2LPkbUQ,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00
GZ9Bzur_XJGGu_oD5BOkOw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
uL80JgedceTH8BMwErijMQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
6MxbrPOLk6UNDiET8ZEGog,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
8QLxPr5UaeuZrTMYulGzdQ,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30,10:00-21:30
68mm1E5mTzMjEylitv4hlw,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00
6eF3g32tGeeq5dfGqtcnuQ,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30
rhN7xg5XzvRKvdAXE9lBtA,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00
FPYCxEUERQwz6QLRKQtg8A,close all day,close all day,close all day,close all day,close all day,close all day,close all day
GMcqokLizYYEOxAT3J_4_w,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00
7Yr8FRINq9ZDdR30OLtEHg,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30
0SGgz8jHkSCcxcYOXOAkLw,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00
cyxnQ6EocFbAENe7nRwx4Q,close all day,close all day,close all day,close all day,close all day,close all day,close all day
mgbWPIS8SU9mqER2kCo67w,06:00-19:00,06:00-19:00,06:00-19:00,06:00-19:00,06:00-19:00,06:00-19:00,06:00-19:00
FB8rHyZSWZareFx9-bXGEw,close all day,close all day,close all day,close all day,close all day,close all day,close all day
fAJM5vQ4dJn2xSfWMAEu-A,05:30-21:00,05:30-21:00,05:30-21:00,05:30-21:00,05:30-21:00,05:30-21:00,05:30-21:00
wuudosx7qqxJgLr8wer8NQ,close all day,close all day,close all day,close all day,close all day,close all day,close all day
